# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9508675690
#
# Overhead  Command    Shared Object     Symbol                                        
# ........  .........  ................  ..............................................
#
    0.00 :   2616:           addq    %rax, %rsi
         : 248  ; /home/tlam/cs134/project2b/lab2_list.c:372
         : 249  ;         locking_times[*index] +=
    0.00 :   2619:           movq    0x3c10(%rip), %rcx      # 0x6230 <locking_times>
    0.00 :   2620:           movq    -0x38(%rbp), %rax
    0.00 :   2624:           movl    (%rax), %eax
    0.00 :   2626:           cltq
    0.00 :   2628:           shlq    $0x3, %rax
    0.00 :   262c:           addq    %rcx, %rax
    0.00 :   262f:           addq    %rsi, %rdx
    0.00 :   2632:           movq    %rdx, (%rax)
         : 258  ; /home/tlam/cs134/project2b/lab2_list.c:375
         : 259  ;         error = SortedList_length(&sublists[j]);
    0.00 :   2635:           movq    0x3c04(%rip), %rcx      # 0x6240 <sublists>
    0.00 :   263c:           movl    -0x48(%rbp), %eax
    0.00 :   263f:           movslq  %eax, %rdx
    0.00 :   2642:           movq    %rdx, %rax
    0.00 :   2645:           addq    %rax, %rax
    0.00 :   2648:           addq    %rdx, %rax
    0.00 :   264b:           shlq    $0x3, %rax
    0.00 :   264f:           addq    %rcx, %rax
    0.00 :   2652:           movq    %rax, %rdi
    0.00 :   2655:           callq   0x345e <SortedList_length>
    0.00 :   265a:           movl    %eax, 0x3bb8(%rip)      # 0x6218 <error>
         : 271  ; /home/tlam/cs134/project2b/lab2_list.c:376
         : 272  ;         if (error == -1) {
    0.00 :   2660:           movl    0x3bb2(%rip), %eax      # 0x6218 <error>
    0.00 :   2666:           cmpl    $-0x1, %eax
    0.00 :   2669:           jne     0x26b3 <thread_run_list_test+0x37f>
         : 276  ; /home/tlam/cs134/project2b/lab2_list.c:377
         : 277  ;             fprintf(stderr, "corruption found in list while finding length\n");
    0.00 :   266b:           movq    0x3b8e(%rip), %rax      # 0x6200 <stderr@GLIBC_2.2.5>
    0.00 :   2672:           movq    %rax, %rcx
    0.00 :   2675:           movl    $0x2e, %edx
    0.00 :   267a:           movl    $0x1, %esi
    0.00 :   267f:           leaq    0x1c5a(%rip), %rax      # 0x42e0 <_IO_stdin_used+0x2e0>
    0.00 :   2686:           movq    %rax, %rdi
    0.00 :   2689:           callq   0x11b0 <fwrite@plt>
         : 285  ; /home/tlam/cs134/project2b/lab2_list.c:378
         : 286  ;             __sync_lock_release(&exclusions[j]);
    0.00 :   268e:           movq    0x3b93(%rip), %rax      # 0x6228 <exclusions>
    0.00 :   2695:           movl    -0x48(%rbp), %edx
    0.00 :   2698:           movslq  %edx, %rdx
    0.00 :   269b:           shlq    $0x2, %rdx
    0.00 :   269f:           addq    %rdx, %rax
    0.00 :   26a2:           movl    $0x0, %edx
    0.00 :   26a7:           movl    %edx, (%rax)
         : 294  ; /home/tlam/cs134/project2b/lab2_list.c:379
         : 295  ;             exit(2);
    0.00 :   26a9:           movl    $0x2, %edi
    0.00 :   26ae:           callq   0x11a0 <exit@plt>
         : 298  ; /home/tlam/cs134/project2b/lab2_list.c:381
         : 299  ;         __sync_lock_release(&exclusions[j]);
    0.00 :   26b3:           movq    0x3b6e(%rip), %rax      # 0x6228 <exclusions>
    0.00 :   26ba:           movl    -0x48(%rbp), %edx
    0.00 :   26bd:           movslq  %edx, %rdx
    0.00 :   26c0:           shlq    $0x2, %rdx
    0.00 :   26c4:           addq    %rdx, %rax
    0.00 :   26c7:           movl    $0x0, %edx
    0.00 :   26cc:           movl    %edx, (%rax)
         : 307  ; /home/tlam/cs134/project2b/lab2_list.c:359
         : 308  ;     for (int j = 0; j < list_count; j++) {
    0.00 :   26ce:           addl    $0x1, -0x48(%rbp)
    0.00 :   26d2:           movl    0x3a44(%rip), %eax      # 0x611c <list_count>
    0.00 :   26d8:           cmpl    %eax, -0x48(%rbp)
    0.00 :   26db:           jl      0x2537 <thread_run_list_test+0x203>
         : 313  ; /home/tlam/cs134/project2b/lab2_list.c:384
         : 314  ;     for (int j = 0; j < iterations; j++) {
    0.00 :   26e1:           movl    $0x0, -0x44(%rbp)
    0.00 :   26e8:           jmp     0x2a92 <thread_run_list_test+0x75e>
         : 317  ; /home/tlam/cs134/project2b/lab2_list.c:385
         : 318  ;         int which_list = atoi(randomElems[(*index) * iterations + j].key) % list_count;
    0.00 :   26ed:           movq    0x3b44(%rip), %rcx      # 0x6238 <randomElems>
    0.00 :   26f4:           movq    -0x38(%rbp), %rax
    0.00 :   26f8:           movl    (%rax), %edx
    0.00 :   26fa:           movl    0x3a14(%rip), %eax      # 0x6114 <iterations>
    0.00 :   2700:           imull   %eax, %edx
    0.00 :   2703:           movl    -0x44(%rbp), %eax
    0.00 :   2706:           addl    %edx, %eax
    0.00 :   2708:           movslq  %eax, %rdx
    0.00 :   270b:           movq    %rdx, %rax
    0.00 :   270e:           addq    %rax, %rax
    0.00 :   2711:           addq    %rdx, %rax
    0.00 :   2714:           shlq    $0x3, %rax
    0.00 :   2718:           addq    %rcx, %rax
    0.00 :   271b:           movq    0x10(%rax), %rax
    0.00 :   271f:           movq    %rax, %rdi
    0.00 :   2722:           callq   0x1190 <atoi@plt>
    0.00 :   2727:           movl    0x39ef(%rip), %ecx      # 0x611c <list_count>
    0.00 :   272d:           cltd
    0.00 :   272e:           idivl   %ecx
    0.00 :   2730:           movl    %edx, -0x40(%rbp)
         : 339  ; /home/tlam/cs134/project2b/lab2_list.c:386
         : 340  ;         if (clock_gettime(CLOCK_MONOTONIC, &start) == -1) {
    0.00 :   2733:           leaq    -0x30(%rbp), %rax
    0.00 :   2737:           movq    %rax, %rsi
    0.00 :   273a:           movl    $0x1, %edi
    0.00 :   273f:           callq   0x1060 <clock_gettime@plt>
    0.00 :   2744:           cmpl    $-0x1, %eax
    0.00 :   2747:           jne     0x2776 <thread_run_list_test+0x442>
         : 347  ; /home/tlam/cs134/project2b/lab2_list.c:387
         : 348  ;             fprintf(stderr, "clock gettime");
    0.00 :   2749:           movq    0x3ab0(%rip), %rax      # 0x6200 <stderr@GLIBC_2.2.5>
    0.00 :   2750:           movq    %rax, %rcx
    0.00 :   2753:           movl    $0xd, %edx
    0.00 :   2758:           movl    $0x1, %esi
    0.00 :   275d:           leaq    0x1a5b(%rip), %rax      # 0x41bf <_IO_stdin_used+0x1bf>
    0.00 :   2764:           movq    %rax, %rdi
    0.00 :   2767:           callq   0x11b0 <fwrite@plt>
         : 356  ; /home/tlam/cs134/project2b/lab2_list.c:388
         : 357  ;             exit(1);
    0.00 :   276c:           movl    $0x1, %edi
    0.00 :   2771:           callq   0x11a0 <exit@plt>
         : 360  ; /home/tlam/cs134/project2b/lab2_list.c:390
         : 361  ;         while (__sync_lock_test_and_set(&exclusions[which_list], 1)) {
    0.00 :   2776:           nop
    0.03 :   2777:           movq    0x3aaa(%rip), %rax      # 0x6228 <exclusions>
    0.00 :   277e:           movl    -0x40(%rbp), %edx
    0.02 :   2781:           movslq  %edx, %rdx
    0.01 :   2784:           shlq    $0x2, %rdx
    0.00 :   2788:           addq    %rax, %rdx
    1.86 :   278b:           movl    $0x1, %eax
    5.99 :   2790:           xchgl   %eax, (%rdx)
    0.17 :   2792:           testl   %eax, %eax
    0.00 :   2794:           jne     0x2777 <thread_run_list_test+0x443>
         : 372  ; /home/tlam/cs134/project2b/lab2_list.c:393
         : 373  ;         if (clock_gettime(CLOCK_MONOTONIC, &stop) == -1) {
    0.02 :   2796:           leaq    -0x20(%rbp), %rax
    0.05 :   279a:           movq    %rax, %rsi
    0.00 :   279d:           movl    $0x1, %edi
    0.00 :   27a2:           callq   0x1060 <clock_gettime@plt>
    0.00 :   27a7:           cmpl    $-0x1, %eax
    0.00 :   27aa:           jne     0x27d9 <thread_run_list_test+0x4a5>
         : 380  ; /home/tlam/cs134/project2b/lab2_list.c:394
         : 381  ;             fprintf(stderr, "clock gettime");
    0.00 :   27ac:           movq    0x3a4d(%rip), %rax      # 0x6200 <stderr@GLIBC_2.2.5>
    0.00 :   27b3:           movq    %rax, %rcx
    0.00 :   27b6:           movl    $0xd, %edx
    0.00 :   27bb:           movl    $0x1, %esi
    0.00 :   27c0:           leaq    0x19f8(%rip), %rax      # 0x41bf <_IO_stdin_used+0x1bf>
    0.00 :   27c7:           movq    %rax, %rdi
    0.00 :   27ca:           callq   0x11b0 <fwrite@plt>
         : 389  ; /home/tlam/cs134/project2b/lab2_list.c:395
         : 390  ;             exit(1);
    0.00 :   27cf:           movl    $0x1, %edi
    0.00 :   27d4:           callq   0x11a0 <exit@plt>
         : 393  ; /home/tlam/cs134/project2b/lab2_list.c:398
         : 394  ;         locking_times[*index] += stop.tv_nsec - start.tv_nsec +
    0.00 :   27d9:           movq    0x3a50(%rip), %rdx      # 0x6230 <locking_times>
    0.00 :   27e0:           movq    -0x38(%rbp), %rax
    0.00 :   27e4:           movl    (%rax), %eax
    0.00 :   27e6:           cltq
    0.00 :   27e8:           shlq    $0x3, %rax
    0.00 :   27ec:           addq    %rdx, %rax
    0.00 :   27ef:           movq    (%rax), %rdx
    0.00 :   27f2:           movq    -0x18(%rbp), %rcx
    0.00 :   27f6:           movq    -0x28(%rbp), %rax
    0.01 :   27fa:           movq    %rcx, %rsi
    0.00 :   27fd:           subq    %rax, %rsi
         : 406  ; /home/tlam/cs134/project2b/lab2_list.c:399
         : 407  ;                                 (stop.tv_sec - start.tv_sec) * BILLION;
    0.00 :   2800:           movq    -0x20(%rbp), %rcx
    0.00 :   2804:           movq    -0x30(%rbp), %rax
    0.00 :   2808:           subq    %rax, %rcx
    0.00 :   280b:           imulq   $0x3b9aca00, %rcx, %rax # imm = 0x3B9ACA00
         : 412  ; /home/tlam/cs134/project2b/lab2_list.c:398
         : 413  ;         locking_times[*index] += stop.tv_nsec - start.tv_nsec +
    0.00 :   2812:           addq    %rax, %rsi
    0.00 :   2815:           movq    0x3a14(%rip), %rcx      # 0x6230 <locking_times>
    0.00 :   281c:           movq    -0x38(%rbp), %rax
    0.00 :   2820:           movl    (%rax), %eax
    0.00 :   2822:           cltq
    0.00 :   2824:           shlq    $0x3, %rax
    0.00 :   2828:           addq    %rcx, %rax
    0.00 :   282b:           addq    %rsi, %rdx
    0.00 :   282e:           movq    %rdx, (%rax)
         : 423  ; /home/tlam/cs134/project2b/lab2_list.c:402
         : 424  ;                 &sublists[which_list], randomElems[(*index) * iterations + j].key) == NULL) {
    0.00 :   2831:           movq    0x3a00(%rip), %rcx      # 0x6238 <randomElems>
    0.00 :   2838:           movq    -0x38(%rbp), %rax
    0.00 :   283c:           movl    (%rax), %edx
    0.00 :   283e:           movl    0x38d0(%rip), %eax      # 0x6114 <iterations>
    0.00 :   2844:           imull   %eax, %edx
    0.00 :   2847:           movl    -0x44(%rbp), %eax
    0.00 :   284a:           addl    %edx, %eax
    0.00 :   284c:           movslq  %eax, %rdx
    0.00 :   284f:           movq    %rdx, %rax
    0.00 :   2852:           addq    %rax, %rax
    0.00 :   2855:           addq    %rdx, %rax
    0.00 :   2858:           shlq    $0x3, %rax
    0.00 :   285c:           addq    %rcx, %rax
         : 438  ; /home/tlam/cs134/project2b/lab2_list.c:401
         : 439  ;         if (SortedList_lookup(
    0.00 :   285f:           movq    0x10(%rax), %rcx
    0.00 :   2863:           movq    0x39d6(%rip), %rsi      # 0x6240 <sublists>
         : 442  ; /home/tlam/cs134/project2b/lab2_list.c:402
         : 443  ;                 &sublists[which_list], randomElems[(*index) * iterations + j].key) == NULL) {
    0.00 :   286a:           movl    -0x40(%rbp), %eax
    0.00 :   286d:           movslq  %eax, %rdx
    0.00 :   2870:           movq    %rdx, %rax
    0.00 :   2873:           addq    %rax, %rax
    0.00 :   2876:           addq    %rdx, %rax
    0.00 :   2879:           shlq    $0x3, %rax
         : 450  ; /home/tlam/cs134/project2b/lab2_list.c:401
         : 451  ;         if (SortedList_lookup(
    0.00 :   287d:           addq    %rsi, %rax
    0.00 :   2880:           movq    %rcx, %rsi
    0.00 :   2883:           movq    %rax, %rdi
    0.01 :   2886:           callq   0x33f0 <SortedList_lookup>
    0.00 :   288b:           testq   %rax, %rax
    0.00 :   288e:           jne     0x28d8 <thread_run_list_test+0x5a4>
         : 458  ; /home/tlam/cs134/project2b/lab2_list.c:403
         : 459  ;             fprintf(stderr, "could not find key in list\n");
    0.00 :   2890:           movq    0x3969(%rip), %rax      # 0x6200 <stderr@GLIBC_2.2.5>
    0.00 :   2897:           movq    %rax, %rcx
    0.00 :   289a:           movl    $0x1b, %edx
    0.00 :   289f:           movl    $0x1, %esi
    0.00 :   28a4:           leaq    0x1a64(%rip), %rax      # 0x430f <_IO_stdin_used+0x30f>
    0.00 :   28ab:           movq    %rax, %rdi
    0.00 :   28ae:           callq   0x11b0 <fwrite@plt>
         : 467  ; /home/tlam/cs134/project2b/lab2_list.c:404
         : 468  ;             __sync_lock_release(&exclusions[which_list]);
    0.00 :   28b3:           movq    0x396e(%rip), %rax      # 0x6228 <exclusions>
    0.00 :   28ba:           movl    -0x40(%rbp), %edx
    0.00 :   28bd:           movslq  %edx, %rdx
    0.00 :   28c0:           shlq    $0x2, %rdx
    0.00 :   28c4:           addq    %rdx, %rax
    0.00 :   28c7:           movl    $0x0, %edx
    0.00 :   28cc:           movl    %edx, (%rax)
         : 476  ; /home/tlam/cs134/project2b/lab2_list.c:405
         : 477  ;             exit(2);
    0.00 :   28ce:           movl    $0x2, %edi
    0.00 :   28d3:           callq   0x11a0 <exit@plt>
         : 480  ; /home/tlam/cs134/project2b/lab2_list.c:407
         : 481  ;         __sync_lock_release(&exclusions[which_list]);
    0.00 :   28d8:           movq    0x3949(%rip), %rax      # 0x6228 <exclusions>
    0.00 :   28df:           movl    -0x40(%rbp), %edx
    0.00 :   28e2:           movslq  %edx, %rdx
    0.00 :   28e5:           shlq    $0x2, %rdx
    0.00 :   28e9:           addq    %rdx, %rax
    0.00 :   28ec:           movl    $0x0, %edx
    0.00 :   28f1:           movl    %edx, (%rax)
         : 489  ; /home/tlam/cs134/project2b/lab2_list.c:409
         : 490  ;         if (clock_gettime(CLOCK_MONOTONIC, &start) == -1) {
    0.00 :   28f3:           leaq    -0x30(%rbp), %rax
    0.00 :   28f7:           movq    %rax, %rsi
    0.00 :   28fa:           movl    $0x1, %edi
    0.00 :   28ff:           callq   0x1060 <clock_gettime@plt>
    0.00 :   2904:           cmpl    $-0x1, %eax
    0.00 :   2907:           jne     0x2936 <thread_run_list_test+0x602>
         : 497  ; /home/tlam/cs134/project2b/lab2_list.c:410
         : 498  ;             fprintf(stderr, "clock gettime");
    0.00 :   2909:           movq    0x38f0(%rip), %rax      # 0x6200 <stderr@GLIBC_2.2.5>
    0.00 :   2910:           movq    %rax, %rcx
    0.00 :   2913:           movl    $0xd, %edx
    0.00 :   2918:           movl    $0x1, %esi
    0.00 :   291d:           leaq    0x189b(%rip), %rax      # 0x41bf <_IO_stdin_used+0x1bf>
    0.00 :   2924:           movq    %rax, %rdi
    0.00 :   2927:           callq   0x11b0 <fwrite@plt>
         : 506  ; /home/tlam/cs134/project2b/lab2_list.c:411
         : 507  ;             exit(1);
    0.00 :   292c:           movl    $0x1, %edi
    0.00 :   2931:           callq   0x11a0 <exit@plt>
         : 510  ; /home/tlam/cs134/project2b/lab2_list.c:413
         : 511  ;         while (__sync_lock_test_and_set(&exclusions[which_list], 1)) {
    0.00 :   2936:           nop
    0.00 :   2937:           movq    0x38ea(%rip), %rax      # 0x6228 <exclusions>
    0.00 :   293e:           movl    -0x40(%rbp), %edx
    0.00 :   2941:           movslq  %edx, %rdx
    0.00 :   2944:           shlq    $0x2, %rdx
    0.00 :   2948:           addq    %rax, %rdx
    0.08 :   294b:           movl    $0x1, %eax
    0.43 :   2950:           xchgl   %eax, (%rdx)
    0.02 :   2952:           testl   %eax, %eax
    0.00 :   2954:           jne     0x2937 <thread_run_list_test+0x603>
         : 522  ; /home/tlam/cs134/project2b/lab2_list.c:416
         : 523  ;         if (clock_gettime(CLOCK_MONOTONIC, &stop) == -1) {
    0.00 :   2956:           leaq    -0x20(%rbp), %rax
    0.00 :   295a:           movq    %rax, %rsi
    0.00 :   295d:           movl    $0x1, %edi
    0.00 :   2962:           callq   0x1060 <clock_gettime@plt>
    0.00 :   2967:           cmpl    $-0x1, %eax
    0.00 :   296a:           jne     0x2999 <thread_run_list_test+0x665>
         : 530  ; /home/tlam/cs134/project2b/lab2_list.c:417
         : 531  ;             fprintf(stderr, "clock gettime");
    0.00 :   296c:           movq    0x388d(%rip), %rax      # 0x6200 <stderr@GLIBC_2.2.5>
    0.00 :   2973:           movq    %rax, %rcx
    0.00 :   2976:           movl    $0xd, %edx
    0.00 :   297b:           movl    $0x1, %esi
    0.00 :   2980:           leaq    0x1838(%rip), %rax      # 0x41bf <_IO_stdin_used+0x1bf>
    0.00 :   2987:           movq    %rax, %rdi
    0.00 :   298a:           callq   0x11b0 <fwrite@plt>
         : 539  ; /home/tlam/cs134/project2b/lab2_list.c:418
         : 540  ;             exit(1);
    0.00 :   298f:           movl    $0x1, %edi
    0.00 :   2994:           callq   0x11a0 <exit@plt>
         : 543  ; /home/tlam/cs134/project2b/lab2_list.c:421
         : 544  ;         locking_times[*index] += stop.tv_nsec - start.tv_nsec +
    0.00 :   2999:           movq    0x3890(%rip), %rdx      # 0x6230 <locking_times>
    0.00 :   29a0:           movq    -0x38(%rbp), %rax
    0.00 :   29a4:           movl    (%rax), %eax
    0.00 :   29a6:           cltq
    0.00 :   29a8:           shlq    $0x3, %rax
    0.00 :   29ac:           addq    %rdx, %rax
    0.00 :   29af:           movq    (%rax), %rdx
    0.00 :   29b2:           movq    -0x18(%rbp), %rcx
    0.00 :   29b6:           movq    -0x28(%rbp), %rax
    0.00 :   29ba:           movq    %rcx, %rsi
    0.00 :   29bd:           subq    %rax, %rsi
         : 556  ; /home/tlam/cs134/project2b/lab2_list.c:422
         : 557  ;                                 (stop.tv_sec - start.tv_sec) * BILLION;
    0.00 :   29c0:           movq    -0x20(%rbp), %rcx
    0.00 :   29c4:           movq    -0x30(%rbp), %rax
    0.00 :   29c8:           subq    %rax, %rcx
    0.00 :   29cb:           imulq   $0x3b9aca00, %rcx, %rax # imm = 0x3B9ACA00
         : 562  ; /home/tlam/cs134/project2b/lab2_list.c:421
         : 563  ;         locking_times[*index] += stop.tv_nsec - start.tv_nsec +
    0.00 :   29d2:           addq    %rax, %rsi
    0.00 :   29d5:           movq    0x3854(%rip), %rcx      # 0x6230 <locking_times>
    0.00 :   29dc:           movq    -0x38(%rbp), %rax
    0.00 :   29e0:           movl    (%rax), %eax
    0.00 :   29e2:           cltq
    0.00 :   29e4:           shlq    $0x3, %rax
    0.00 :   29e8:           addq    %rcx, %rax
    0.00 :   29eb:           addq    %rsi, %rdx
    0.00 :   29ee:           movq    %rdx, (%rax)
         : 573  ; /home/tlam/cs134/project2b/lab2_list.c:423
         : 574  ;         if (SortedList_delete(&randomElems[(*index) * iterations + j])) {
